epoch,train_mae,val_mae,time
107,0.10754470640546382,0.35563829423207316,3.3s
108,0.1065857283621762,0.35664816786189973,3.3s
109,0.10779212674656526,0.3556554718065988,3.3s
110,0.10551705830046709,0.35652950009718765,3.4s
111,0.10592164567452289,0.35626867997464795,3.3s
112,0.1064498726748102,0.35678672300377473,3.4s
113,0.10530619605366663,0.3584203740969527,3.4s
114,0.10136705186693251,0.35521838050808396,3.4s
115,0.10242533901644454,0.3562094029738818,3.4s
116,0.10176485649355166,0.35633585386469885,3.5s
117,0.10232645504114261,0.35443198904773304,3.4s
118,0.10028606100702782,0.35770177925903784,3.3s
119,0.10008869605479494,0.35720839439914914,3.4s
120,0.09928079202465076,0.3572183151535576,3.5s
121,0.10136479995114955,0.35796600123347366,3.3s
122,0.09974954243264705,0.3585503438099992,3.3s
123,0.09644981804548289,0.3592586070752991,3.3s
124,0.09397704359460475,0.3591021761676382,3.4s
125,0.09683425891355546,0.3579208278111395,3.3s
126,0.09928957015774802,0.3628002399115393,3.3s
127,0.09913464114277791,0.3566533770355476,3.3s
128,0.09704183913330847,0.3579947371470747,3.3s
129,0.09531324691059563,0.35937893626653605,3.3s
130,0.0949798069408694,0.36081757602957903,3.3s
131,0.09426742656269323,0.35918257112430435,3.4s
132,0.09426387292485294,0.3606962038780832,3.4s
133,0.0937943129998429,0.3595853686030141,3.4s
134,0.09484104161565751,0.3599166556360758,3.3s
135,0.09447510794065883,0.36013863824950865,3.4s
136,0.09223099123576012,0.35920687980458216,3.5s
137,0.09168620362609527,0.3605270591484109,3.4s
138,0.09254945820278242,0.36237534496384827,3.3s
139,0.09403302995362864,0.3609865700835504,3.4s
140,0.09230850498075567,0.3612476166432279,3.3s
141,0.09707984197700564,0.3622385691567726,3.4s
142,0.09138609842694172,0.35971682595117443,3.4s
143,0.09642011513723324,0.36100234231973055,3.4s
144,0.09092962709918048,0.3616916932127803,3.4s
145,0.0913004946401057,0.36112207558554443,3.3s
146,0.08899093904933318,0.36227033422683097,3.3s
147,0.09150056712728087,0.36091428747031895,3.3s
148,0.09146513155185115,0.3595694610310085,3.3s
149,0.08565410167817805,0.36005773613900705,3.3s
150,0.09154724436848713,0.36170201383266354,3.4s
151,0.08887979453238261,0.3623695807711122,3.3s
152,0.0890174041465095,0.36400489386568213,3.3s
153,0.08957844694276586,0.36426026315858523,3.3s
154,0.09203866921552328,0.36402685242861055,3.3s
155,0.0875495015580945,0.36469557884380904,3.4s
156,0.08566455345392046,0.3611491919471528,3.4s
157,0.08752624153327494,0.36110980713427976,3.3s
158,0.08846422240814521,0.36550901259867674,3.3s
159,0.08906010268697756,0.36413619188487834,3.3s
160,0.08911790697444008,0.3662497216977444,3.4s
161,0.08806801380813047,0.362954996836367,3.3s
162,0.08265503696226209,0.36368968205403557,3.4s
163,0.08457768207919981,0.36499198281825496,3.3s
164,0.08574414429720846,0.36454170176825546,3.3s
165,0.083261646103608,0.3632551305487676,3.3s
166,0.08490765671643273,0.36268425756299555,3.3s
167,0.0850387951810288,0.36281474265955427,3.3s
168,0.08510230809654223,0.3644691114195712,3.3s
169,0.08740135655279484,0.362604317689305,3.3s
170,0.08452505316002369,0.3658880766878273,3.4s
171,0.0811448584284965,0.3632981806842204,3.4s
172,0.08191811469660597,0.36242408461982223,3.4s
173,0.08543983240539339,0.3633120623336831,3.4s
174,0.08110741828975719,0.3630543053150177,3.3s
175,0.08487686535828676,0.36109081527908443,3.4s
176,0.07910284262425459,0.3625084116676737,3.4s
177,0.08201538393665564,0.3637016395324378,3.3s
178,0.0830312494510719,0.3642698274046031,3.3s
179,0.07994151297005306,0.3624811085347597,3.4s
180,0.07883552897219848,0.36387948121516234,3.3s
181,0.08009515012086058,0.3628655038509272,3.3s
182,0.07917363338707184,0.3661906129817672,3.4s
183,0.0823831757237214,0.36468829104137906,3.4s
184,0.08133620594000109,0.3645348191563853,3.3s
185,0.08262304859455545,0.36394937776672054,3.3s
186,0.08071122278447324,0.36245381941044996,3.3s
187,0.07986538512374797,0.3671303222627204,3.4s
188,0.07960187573096428,0.3645741353180203,3.5s
189,0.07952771277830378,0.36810426569832155,3.5s
190,0.07924090631376085,0.36579138736434397,3.5s
191,0.0806067862143802,0.36607593304009606,3.6s
192,0.07899771663831509,0.3676212855704545,3.5s
193,0.07861858665671047,0.36706925367340826,3.6s
194,0.07871108910485992,0.36749418674386697,3.6s
195,0.07933132730248674,0.36875790288000543,3.7s
196,0.07766671774844182,0.36440447944069876,3.6s
197,0.07866926813621435,0.3655609303924638,3.6s
198,0.07786610297010298,0.3666640469870592,3.5s
199,0.07488161193373662,0.36595474012612084,3.6s
200,0.07641320195093453,0.3647470214947831,3.6s
