epoch,train_mae,val_mae,timestamp
1,0.7711053690496517,0.9292160868644714,2026-05-10 15:35:00
2,0.6707450055041492,0.6884986162185669,2026-05-10 15:35:02
3,0.6271942446822346,0.5993053913116455,2026-05-10 15:35:05
4,0.5993854995175596,0.5632650852203369,2026-05-10 15:35:07
5,0.5779512289645942,0.5775083303451538,2026-05-10 15:35:10
6,0.5706755162864109,0.6701086163520813,2026-05-10 15:35:12
7,0.5342026337599143,0.5581930875778198,2026-05-10 15:35:15
8,0.5165137063116717,0.5045989155769348,2026-05-10 15:35:17
9,0.5003522597053884,0.5165659785270691,2026-05-10 15:35:20
10,0.4814989093526312,0.48848825693130493,2026-05-10 15:35:22
11,0.4714771957758884,0.44334131479263306,2026-05-10 15:35:25
12,0.4545900875261113,0.4916122257709503,2026-05-10 15:35:27
13,0.4479938087899371,0.43881991505622864,2026-05-10 15:35:30
14,0.4434129624979434,0.4198939800262451,2026-05-10 15:35:32
15,0.45015433545715877,0.4763404428958893,2026-05-10 15:35:35
16,0.4369062743629661,0.44108447432518005,2026-05-10 15:35:37
17,0.43182060184630583,0.44231995940208435,2026-05-10 15:35:40
18,0.4380731594565889,0.4341644048690796,2026-05-10 15:35:42
19,0.4237907048126918,0.42193537950515747,2026-05-10 15:35:45
20,0.40282231683494607,0.5963866710662842,2026-05-10 15:35:47
21,0.40251856611526726,0.3790547847747803,2026-05-10 15:35:50
22,0.40681911665273407,0.37939372658729553,2026-05-10 15:35:52
23,0.3985972743818343,0.3982822895050049,2026-05-10 15:35:55
24,0.3903242357182281,0.40014010667800903,2026-05-10 15:35:57
25,0.37801328945509244,0.40991467237472534,2026-05-10 15:36:00
26,0.3775591029436295,0.4275740683078766,2026-05-10 15:36:02
27,0.3805873962263552,0.37483513355255127,2026-05-10 15:36:04
28,0.40495649934923456,0.39189717173576355,2026-05-10 15:36:07
29,0.3988736973627751,0.34801724553108215,2026-05-10 15:36:09
30,0.36626974654285027,0.38257235288619995,2026-05-10 15:36:12
31,0.36278336913560805,0.34930703043937683,2026-05-10 15:36:14
32,0.38273756238365547,0.4031376242637634,2026-05-10 15:36:16
33,0.3591694650548584,0.35392239689826965,2026-05-10 15:36:19
34,0.35283245111425415,0.425038605928421,2026-05-10 15:36:21
35,0.3612602318246857,0.3543004095554352,2026-05-10 15:36:23
36,0.36831825585323646,0.4282519221305847,2026-05-10 15:36:26
37,0.34832776660951437,0.3957795202732086,2026-05-10 15:36:28
38,0.34043242066267276,0.32233428955078125,2026-05-10 15:36:30
39,0.3292112900408667,0.3996813893318176,2026-05-10 15:36:33
40,0.3287565224051106,0.4963270127773285,2026-05-10 15:36:35
41,0.3229487876920305,0.3404965102672577,2026-05-10 15:36:37
42,0.3324988473550002,0.375993013381958,2026-05-10 15:36:40
43,0.3376646743387731,0.3105134665966034,2026-05-10 15:36:42
44,0.3290511365842403,0.3154582679271698,2026-05-10 15:36:44
45,0.31550535302694227,0.34341341257095337,2026-05-10 15:36:46
46,0.31377825318137903,0.31962791085243225,2026-05-10 15:36:49
47,0.3173731869292884,0.3606490194797516,2026-05-10 15:36:51
48,0.31786316913697177,0.32240030169487,2026-05-10 15:36:53
49,0.3145439386132671,0.2844827473163605,2026-05-10 15:36:55
50,0.31957754681700884,0.3139756917953491,2026-05-10 15:36:58
51,0.32844653493856235,0.3105449974536896,2026-05-10 15:37:00
52,0.34117339897840987,0.47015392780303955,2026-05-10 15:37:02
53,0.33162249837602886,0.32156574726104736,2026-05-10 15:37:05
54,0.3044932403759944,0.3049843907356262,2026-05-10 15:37:07
55,0.2896317343840837,0.3153532147407532,2026-05-10 15:37:09
56,0.3058232825368047,0.2929535210132599,2026-05-10 15:37:12
57,0.2959572585679068,0.40364694595336914,2026-05-10 15:37:14
58,0.2977012902473053,0.29818734526634216,2026-05-10 15:37:16
59,0.29811750047137686,0.45751431584358215,2026-05-10 15:37:19
60,0.28404668052453796,0.2941467761993408,2026-05-10 15:37:21
61,0.29348250732317077,0.30575326085090637,2026-05-10 15:37:23
62,0.2853623072877337,0.2801825702190399,2026-05-10 15:37:26
63,0.275271244319804,0.3439015746116638,2026-05-10 15:37:28
64,0.2737085647769766,0.28418803215026855,2026-05-10 15:37:31
65,0.27758601249926995,0.28480809926986694,2026-05-10 15:37:33
66,0.29017075735873055,0.3288829028606415,2026-05-10 15:37:36
67,0.27653429003694285,0.3996753990650177,2026-05-10 15:37:38
68,0.28552781900710605,0.3296917676925659,2026-05-10 15:37:40
69,0.2905673343015409,0.33025887608528137,2026-05-10 15:37:43
70,0.29650549816057425,0.2598608136177063,2026-05-10 15:37:45
71,0.26911922603652455,0.25995147228240967,2026-05-10 15:37:47
72,0.263227498957089,0.27682235836982727,2026-05-10 15:37:50
73,0.26945783539233525,0.25565266609191895,2026-05-10 15:37:52
74,0.263515022089697,0.3258139491081238,2026-05-10 15:37:55
75,0.25411226352895605,0.2893693745136261,2026-05-10 15:37:57
76,0.2530535843782809,0.2549724876880646,2026-05-10 15:37:59
77,0.25598576056953887,0.2825091481208801,2026-05-10 15:38:02
78,0.2730222727403267,0.30321964621543884,2026-05-10 15:38:04
79,0.2625501916320534,0.3435530960559845,2026-05-10 15:38:06
80,0.2554171212494088,0.2555553913116455,2026-05-10 15:38:09
81,0.24739260352238968,0.25000280141830444,2026-05-10 15:38:11
82,0.2549868336183046,0.26462459564208984,2026-05-10 15:38:14
83,0.2564863456650901,0.22834135591983795,2026-05-10 15:38:16
84,0.27493987951052967,0.35567396879196167,2026-05-10 15:38:19
85,0.2549573894990065,0.25258660316467285,2026-05-10 15:38:21
86,0.24352753524311363,0.2910119295120239,2026-05-10 15:38:23
87,0.25414770530055497,0.23021823167800903,2026-05-10 15:38:26
88,0.25897851784520165,0.23300564289093018,2026-05-10 15:38:28
89,0.2424419512376546,0.2794826328754425,2026-05-10 15:38:30
90,0.2503861998228598,0.2441142499446869,2026-05-10 15:38:33
91,0.2521572311383363,0.24032334983348846,2026-05-10 15:38:35
92,0.24362754025285296,0.2490760087966919,2026-05-10 15:38:37
93,0.24072100421968531,0.25627994537353516,2026-05-10 15:38:40
94,0.23644689907403554,0.305095911026001,2026-05-10 15:38:42
95,0.23783994013237328,0.24231275916099548,2026-05-10 15:38:45
96,0.23845370384665335,0.24772199988365173,2026-05-10 15:38:47
97,0.23318540433589155,0.2220534086227417,2026-05-10 15:38:50
98,0.23345004767809294,0.2615257501602173,2026-05-10 15:38:52
99,0.22989755721117752,0.2171231508255005,2026-05-10 15:38:55
100,0.24493528057333785,0.2495337873697281,2026-05-10 15:38:57
101,0.21238252700685145,0.18010213971138,2026-05-10 15:38:59
102,0.19015128108591187,0.16421812772750854,2026-05-10 15:39:02
103,0.18255594766586725,0.1618182361125946,2026-05-10 15:39:04
104,0.1818844259465436,0.15899991989135742,2026-05-10 15:39:07
105,0.17836388257833627,0.15796414017677307,2026-05-10 15:39:09
106,0.1733162403988415,0.15864115953445435,2026-05-10 15:39:12
107,0.17619444615456648,0.1572982519865036,2026-05-10 15:39:14
108,0.18291999853540722,0.16741548478603363,2026-05-10 15:39:16
109,0.17570474110260317,0.15402740240097046,2026-05-10 15:39:19
110,0.17442758439728562,0.15246722102165222,2026-05-10 15:39:21
111,0.1798991007254338,0.15119175612926483,2026-05-10 15:39:24
112,0.17479797925251106,0.1537903994321823,2026-05-10 15:39:26
113,0.1747744909077505,0.15271325409412384,2026-05-10 15:39:29
114,0.16880833579053608,0.15490417182445526,2026-05-10 15:39:31
115,0.1748086097551823,0.146750807762146,2026-05-10 15:39:33
116,0.17608213659389552,0.14724953472614288,2026-05-10 15:39:36
117,0.17377509174631764,0.1497507393360138,2026-05-10 15:39:38
118,0.16952711137189566,0.15337088704109192,2026-05-10 15:39:41
119,0.18401665784466867,0.16497984528541565,2026-05-10 15:39:43
120,0.1746852606467779,0.15485668182373047,2026-05-10 15:39:45
121,0.1758482434332085,0.14496874809265137,2026-05-10 15:39:48
122,0.17554982777429856,0.14600713551044464,2026-05-10 15:39:50
123,0.1712385648512511,0.1511118859052658,2026-05-10 15:39:53
124,0.16513527264709907,0.14468225836753845,2026-05-10 15:39:55
125,0.16720049758802571,0.1432475447654724,2026-05-10 15:39:58
126,0.16639439843093284,0.1420605331659317,2026-05-10 15:40:00
127,0.17241221164592255,0.14978574216365814,2026-05-10 15:40:03
128,0.17179645246923994,0.14672614634037018,2026-05-10 15:40:05
129,0.16894619426750135,0.14010046422481537,2026-05-10 15:40:07
130,0.17093136666458605,0.1406359076499939,2026-05-10 15:40:10
131,0.16748947758310512,0.1450849026441574,2026-05-10 15:40:12
132,0.17212038837996763,0.14029495418071747,2026-05-10 15:40:15
133,0.1764215380877097,0.14271403849124908,2026-05-10 15:40:17
134,0.1661731224726475,0.1382027566432953,2026-05-10 15:40:19
135,0.16432927133634614,0.14482733607292175,2026-05-10 15:40:22
136,0.16931876691336967,0.13882134854793549,2026-05-10 15:40:24
137,0.1670506730503551,0.13744057714939117,2026-05-10 15:40:27
138,0.16512430309997406,0.1450921893119812,2026-05-10 15:40:29
139,0.1663670227641151,0.13515838980674744,2026-05-10 15:40:32
140,0.1626378391604586,0.14674288034439087,2026-05-10 15:40:34
141,0.17206886874668764,0.1375414878129959,2026-05-10 15:40:36
142,0.16920914878204327,0.13774724304676056,2026-05-10 15:40:39
143,0.1586517153087889,0.1399809718132019,2026-05-10 15:40:41
144,0.16166337006577106,0.13846305012702942,2026-05-10 15:40:43
145,0.1637808068994738,0.13585492968559265,2026-05-10 15:40:46
146,0.1660115274703815,0.13540808856487274,2026-05-10 15:40:48
147,0.1630684542308293,0.14059144258499146,2026-05-10 15:40:50
148,0.166018356581445,0.1411575973033905,2026-05-10 15:40:53
149,0.17402610242803454,0.15355968475341797,2026-05-10 15:40:55
150,0.17222855556897965,0.13833031058311462,2026-05-10 15:40:57
151,0.16357019554144497,0.14548082649707794,2026-05-10 15:41:00
152,0.16412053912852845,0.13559174537658691,2026-05-10 15:41:02
153,0.15979981392193726,0.13244053721427917,2026-05-10 15:41:04
154,0.16404388990241664,0.14176338911056519,2026-05-10 15:41:07
155,0.16728488910732286,0.13343092799186707,2026-05-10 15:41:09
156,0.16893656980524469,0.13374991714954376,2026-05-10 15:41:11
157,0.16868844591805418,0.13533389568328857,2026-05-10 15:41:14
158,0.17114131423445547,0.15564090013504028,2026-05-10 15:41:16
159,0.16238681775108127,0.12909196317195892,2026-05-10 15:41:18
160,0.1633692299036551,0.1500345766544342,2026-05-10 15:41:21
161,0.162752992991294,0.13425606489181519,2026-05-10 15:41:23
162,0.16639200670848803,0.1316187083721161,2026-05-10 15:41:25
163,0.16117239160482633,0.1395246982574463,2026-05-10 15:41:28
164,0.15982489005701075,0.1313108205795288,2026-05-10 15:41:30
165,0.16550426754893702,0.13667531311511993,2026-05-10 15:41:32
166,0.17053786178782612,0.13982923328876495,2026-05-10 15:41:35
167,0.15270112283164664,0.12803056836128235,2026-05-10 15:41:37
168,0.1530255818365325,0.12965139746665955,2026-05-10 15:41:40
169,0.15624113523664526,0.1507592499256134,2026-05-10 15:41:42
170,0.16586955875435425,0.1347332000732422,2026-05-10 15:41:44
171,0.1557190383940087,0.1324610412120819,2026-05-10 15:41:47
172,0.16025105423996502,0.12714190781116486,2026-05-10 15:41:49
173,0.1643587879124881,0.12910698354244232,2026-05-10 15:41:52
174,0.1599444800546452,0.14600148797035217,2026-05-10 15:41:54
175,0.15815445659831734,0.1382790505886078,2026-05-10 15:41:57
176,0.1672910086980636,0.1589166224002838,2026-05-10 15:41:59
177,0.1576020979787236,0.12724600732326508,2026-05-10 15:42:02
178,0.16081113156028853,0.1298864781856537,2026-05-10 15:42:04
179,0.15397781310416706,0.12990248203277588,2026-05-10 15:42:07
180,0.15751798630230995,0.14967988431453705,2026-05-10 15:42:09
181,0.15306802954294876,0.12403456121683121,2026-05-10 15:42:11
182,0.15511889398417092,0.12142173945903778,2026-05-10 15:42:14
183,0.160943172899358,0.13211895525455475,2026-05-10 15:42:16
184,0.153017193171366,0.13283364474773407,2026-05-10 15:42:19
185,0.16051308403437692,0.13450725376605988,2026-05-10 15:42:21
186,0.16511732195423973,0.13018330931663513,2026-05-10 15:42:23
187,0.15943833546979086,0.12504634261131287,2026-05-10 15:42:26
188,0.15888618719631534,0.12400000542402267,2026-05-10 15:42:28
189,0.1496578177605659,0.13368606567382812,2026-05-10 15:42:31
190,0.15789722040123455,0.11935842037200928,2026-05-10 15:42:33
191,0.15401308804909994,0.12385034561157227,2026-05-10 15:42:36
192,0.15171261139321104,0.12610895931720734,2026-05-10 15:42:38
193,0.16226726897201527,0.13730493187904358,2026-05-10 15:42:40
194,0.15918052940091204,0.15071149170398712,2026-05-10 15:42:43
195,0.15435415725534685,0.1263890564441681,2026-05-10 15:42:45
196,0.15333913893943507,0.12228494882583618,2026-05-10 15:42:47
197,0.15735326769503785,0.12310586124658585,2026-05-10 15:42:50
198,0.15062081494711593,0.13181616365909576,2026-05-10 15:42:52
199,0.15124005997103682,0.12409985065460205,2026-05-10 15:42:54
200,0.14788072577040778,0.12418133020401001,2026-05-10 15:42:57
