,A_Z,B_Z,X_Z,weighted_Z,delta_AB_Z,delta_AX_Z,delta_BX_Z,A_mass,B_mass,X_mass,weighted_mass,delta_AB_mass,delta_AX_mass,delta_BX_mass,A_X,B_X,X_X,weighted_X,delta_AB_X,delta_AX_X,delta_BX_X,A_row,B_row,X_row,weighted_row,delta_AB_row,delta_AX_row,delta_BX_row,A_group,B_group,X_group,weighted_group,delta_AB_group,delta_AX_group,delta_BX_group
4368,-0.8755454162061636,0.3092287523773907,-0.3213574956846987,-0.47688611402047765,-0.869649996936262,-0.6702748213784163,0.4225694999329764,-0.8461823061976493,0.23904279155665106,-0.3056329538763202,-0.4831957892412677,-0.7918412766667405,-0.6530905180129339,0.34800029259317783,-0.7994514706801558,-0.34091258915928724,0.5510811662142671,0.36606968391919265,-0.499883078677381,-0.7593316135426476,-0.5511878915081585,-0.8699977730111607,0.6555624873435975,-0.393958627608349,-0.43011693255120736,-1.1021551129683116,-0.527270478734463,0.744420486714034,-0.7532673004265251,-0.6958531774043066,0.39950008551410265,-0.08176911851694935,0.01015914019113761,-0.7129266562837424,-0.6794981444757453
1181,1.7783080712766002,-0.6048630453065011,-0.3213574956846987,0.30703754635092745,1.7492623386263402,1.828842776613122,-0.3948976382862167,1.8212434150030201,-0.5984604181023949,-0.3056329538763202,0.3441329516090858,1.7668925081546671,1.8546958640523818,-0.4062735675469233,-0.10344417644708796,-0.4687390834091959,0.5510811662142671,0.47956676634134077,0.5109642561281582,-0.46365485166327863,-0.6090380327712217,1.5446781651939872,-0.24716870518376147,-0.393958627608349,0.19808312471385886,1.3374736338199338,1.6026481490979558,0.045055712040526594,-0.3091825111894705,-0.8980910489045545,0.39950008551410265,-0.009241208314931339,0.640928866725324,-0.4436121958941157,-0.8066807146090719
2446,-1.2615604689309292,-0.6048630453065011,-0.3213574956846987,-1.0648288592990314,-0.48035221732560496,-1.033782835631731,-0.3948976382862167,-1.1530336371011551,-0.5984604181023949,-0.3056329538763202,-1.0181754283523323,-0.38989377429885436,-0.9415774973662154,-0.4062735675469233,-0.679450213053765,-0.4687390834091959,0.5510811662142671,0.3611350281617074,-0.1821882020242116,-0.7083528614944806,-0.6090380327712217,-1.6748897524128765,-0.24716870518376147,-0.393958627608349,-1.058316989816273,-1.1021551129683116,-1.2372433546786028,0.045055712040526594,-0.7532673004265251,-0.8980910489045545,0.39950008551410265,-0.154297028718968,0.2204157157025331,-0.7129266562837424,-0.8066807146090719
1934,-0.48953036348139795,-0.2199822883869677,-0.9841340327089884,-0.9995018876014143,-0.19722655942694528,0.011302705346548599,0.25047115504472517,-0.5381883407979545,-0.2722685099580334,-0.8838182261859971,-0.9767969281649608,-0.18725632770982428,-0.0940481251542656,0.1385638271488646,-1.0634542374582163,-0.2343905106176972,-1.1089157604776165,-1.4992301924100324,-0.9619847174456273,0.39278818274592714,0.6925901456477002,-0.06510579360944473,-0.24716870518376147,-1.558742125531869,-1.3724170184488054,0.11765926042581104,0.8926752731538163,0.744420486714034,-0.7532673004265251,0.7198119230974284,-2.7512429675337047,-2.8378297061936433,-1.4616368883886308,1.306931796638458,2.118518398457439
3011,-0.8272935346155679,0.3092287523773907,1.0041955783638805,0.4594671469787009,-0.8342592896989296,-1.2609753445400527,-0.17977470717590277,-0.8210351880706466,0.23904279155665106,0.9234252555212876,0.3655641373410201,-0.7736059346090168,-1.2022890622687334,-0.18568595409584596,0.1125580872804161,-0.34091258915928724,-1.9924625117813615,-2.2591671790626795,0.5976083133972044,1.5652994798537696,1.2807332484888432,-0.8699977730111607,0.6555624873435975,1.935608368238691,1.45448323924399,-1.1021551129683116,-1.9472162306227425,-0.6543090626329808,-0.5312249058079979,-0.6958531774043066,-2.1210943569241434,-2.6202459755875886,0.2204157157025331,1.0376173362488312,0.8466926971241735
1446,1.8265599528671959,-0.26809238300190935,1.0041955783638805,1.395820407977879,1.5369180952023453,1.2381422534514854,-0.6960697418406563,1.867710961112662,-0.30691082696139377,0.9234252555212876,1.3399671622891394,1.58320290302339,1.3255417688433588,-0.6773838228893377,-0.07944392492180974,0.298219882090255,-1.9924625117813615,-2.1506047523980154,-0.49988307867738074,1.483733476576702,1.569983954804159,1.5446781651939872,-0.24716870518376147,1.935608368238691,2.0826832965090563,1.3374736338199338,0.18270239720967668,-1.3536738373064883,-0.3091825111894705,0.5175740515971805,-2.1210943569241434,-2.1125506041734607,-0.8308671618544443,1.1722745664436447,1.6097881179241327
1992,1.3440411369612388,-0.2199822883869677,-0.3213574956846987,0.28526188911838846,1.1476203155916882,1.4198962605781427,-0.05070094850971438,1.3701176740675325,-0.2722685099580334,-0.3056329538763202,0.2911279031132238,1.1965448997762524,1.430568968699545,-0.11249794153746981,-0.39144719475042616,-0.2343905106176972,0.5510811662142671,0.4746321105838555,-0.1533068496011955,-0.5860038565788797,-0.5029794404556059,1.5446781651939872,-0.24716870518376147,-0.393958627608349,0.19808312471385886,1.3374736338199338,1.6026481490979558,0.045055712040526594,-0.3091825111894705,0.7198119230974284,0.39950008551410265,0.5709820733012146,-1.0411237373658397,-0.4436121958941157,0.21077984645754064
756,-0.44127848189080227,-0.6048630453065011,-0.3213574956846987,-0.694642686345868,0.12128980570904686,-0.2613283053434374,-0.3948976382862167,-0.5194565462508922,-0.5984604181023949,-0.3056329538763202,-0.7279780576648021,0.0695423691686553,-0.345918548817253,-0.4062735675469233,-0.6314497100032085,-0.4687390834091959,0.5510811662142671,0.37100433967667684,-0.12442549717818072,-0.6879613606752139,-0.6090380327712217,-0.06510579360944473,-0.24716870518376147,-0.393958627608349,-0.43011693255120736,0.11765926042581104,0.18270239720967668,0.045055712040526594,-0.5312249058079979,-0.8980910489045545,0.39950008551410265,-0.08176911851694935,0.4306722912139286,-0.5782694260889291,-0.8066807146090719
4343,-0.8755454162061636,0.261118657762449,1.7616544778202117,0.9385316060945594,-0.8342592896989296,-1.6699218605750314,-0.5669959831744679,-0.8461823061976493,0.2077590871658228,1.5999788431542705,0.8001848960250662,-0.7685155024854065,-1.541259947479235,-0.507636374181561,-0.7994514706801558,-0.9161318132838756,-1.8452047198974042,-2.4170761633021915,0.279913436744035,1.0657077097817325,0.9143490204894429,-0.8699977730111607,0.6555624873435975,1.935608368238691,1.45448323924399,-1.1021551129683116,-1.9472162306227425,-0.6543090626329808,-0.7532673004265251,-0.8980910489045545,-0.44069806196531264,-1.0246319511431872,0.2204157157025331,-0.174297735504489,-0.2979504340757656
5064,1.0062779658270689,-0.8935236129961511,2.4244310148445014,1.7224552664659645,1.3953552662530155,-0.21588980356177304,-1.9007581560584144,0.9839817193657259,-0.8922971831518304,2.3735994738470345,1.6473649691000347,1.3788459504286004,-0.18119692824438063,-1.8342957508827167,1.6725744364234993,1.7469201502558853,-2.956331695021811,-2.52070393420937,-0.35547631656230416,2.9621172859735463,2.9198205842756337,0.7397861857922712,-1.1498998977111203,3.100391866162211,2.396783325141588,1.3374736338199338,-1.2372433546786028,-2.752403386653503,2.13328382961433,1.5287634090984197,-2.7512429675337047,-1.6048552327593333,0.4306722912139286,3.057475789171032,2.627248678990745
