,A_Z,B_Z,X_Z,weighted_Z,delta_AB_Z,delta_AX_Z,delta_BX_Z,A_mass,B_mass,X_mass,weighted_mass,delta_AB_mass,delta_AX_mass,delta_BX_mass,A_X,B_X,X_X,weighted_X,delta_AB_X,delta_AX_X,delta_BX_X,A_row,B_row,X_row,weighted_row,delta_AB_row,delta_AX_row,delta_BX_row,A_group,B_group,X_group,weighted_group,delta_AB_group,delta_AX_group,delta_BX_group
5692,-0.0005072173,0.10445313,-0.19810428,-0.0143931955,-0.005386863,-0.01916147,0.042209733,0.0007604829,-0.00010524131,-0.16501254,-0.10199391,0.006923366,-0.016445193,-0.03061466,-0.20016016,-0.04886439,0.015949672,0.045021266,-0.08219552,-0.101282716,-0.004231711,-0.00027801792,0.0,0.0,-0.010888087,-0.0030091063,-0.06241443,0.00093408005,0.09134062,-0.035580877,0.17800747,-0.0057343445,-0.035852373,0.041847125,-0.044622373
6617,0.019948,0.037773326,0.04775284,0.15426245,0.06154271,0.022347305,-0.009135347,0.02118481,0.053843416,0.030403025,0.024352606,-0.001087803,-0.0074393284,0.014300533,-0.08020126,0.02569146,0.0023312278,0.046967782,0.007188379,-0.030214095,0.068632044,-0.00010572172,0.0,0.0,0.010538984,-0.0060467753,-0.05158778,0.00077964773,0.18280153,0.11855995,-9.48098e-06,0.19892444,-0.0069619925,0.023340987,0.035508275
2929,-0.04087742,0.004350937,-0.269613,0.001518638,-0.043908395,-0.015868321,-0.005123627,-0.007830885,-0.0046237167,-0.14009807,-0.013321213,-0.0047283834,0.0016704743,-0.020925548,-0.07692025,-0.16243836,-0.024021221,0.08948745,0.037107956,-0.0704338,0.01880822,-0.00024479584,0.0,0.0,0.0038020865,-0.014146603,-0.022964345,0.00077964773,-0.008471364,-0.18458338,-0.08078938,-0.0798531,0.025004504,-0.02306415,0.026323989
5214,-0.0055480367,0.02627445,-0.12779339,-0.013358303,-0.0034739973,-0.005561893,-0.017563175,0.004950254,-0.012207079,-0.17295021,0.012137558,0.021919854,-0.013377083,-0.009077309,-0.19775273,-0.026310155,0.024882771,0.040040888,0.020418352,-0.066194296,0.025336418,-0.00010572172,0.0,0.0,-0.028787661,0.003763669,-0.06195671,-0.00034006347,0.0913668,0.060485195,0.110660836,0.1898626,-0.013945417,0.017445408,0.026764171
2860,-0.045352515,-0.09753907,0.03459046,0.037340995,-0.0007882427,-0.008092336,0.022202276,-0.0055423114,-0.011977567,0.02212382,-0.029424792,-0.013709785,-0.0037013227,0.032035023,-0.10339351,0.017234474,0.0018961732,-0.004718978,-0.084774055,-0.031068223,0.014009305,-0.0010863129,0.0,0.0,-0.013429275,-0.0072194887,-0.05067723,-0.0019902524,-0.040981956,-0.021208318,-0.0024518452,-0.070158795,-0.010570197,-0.04211633,-0.026632512
2932,-0.050346848,-0.086452805,-0.118287936,0.019226082,0.0007764932,-0.02219438,0.00027940638,-0.004791076,-0.025385093,-0.12923473,0.03581261,-0.008446411,-0.039880596,-0.046122435,-0.0758738,-0.09708428,-0.024841825,-0.06105065,0.017689873,-0.06621191,-0.009288378,-0.00024479584,0.0,0.0,-0.022183767,-0.0062559037,-0.020163761,0.003768652,-0.014109168,-0.09542403,-0.0008680703,-0.02514174,-0.03727088,-0.01744607,-0.057425458
6579,0.010777454,-0.0020294692,0.03476267,0.04457607,-0.0069987383,0.0040661087,-0.03255802,0.009202324,0.0429086,0.022413082,-0.028673565,0.014615301,-0.009140897,-0.008172169,-0.112384625,-0.146294,0.0018501498,0.037575513,-0.08955716,-0.036942612,-0.08136602,-0.00011481758,0.0,0.0,0.015032653,-0.004663837,-0.040343516,0.00077964773,0.18217413,0.11959596,-0.0006909044,0.009266877,-0.0034993682,0.008171927,0.03121256
132,0.0010980006,0.044517387,0.039745647,-0.009571188,0.017465942,-0.0018593199,-0.017183548,0.0006211896,-0.0089855585,0.032780543,0.004183977,-0.029051624,-0.028077098,0.017656809,0.15400793,0.003779219,0.0041101174,-0.02204474,-0.04941507,0.07294485,-0.05795638,-0.0010863129,0.0,0.0,-0.016055029,-0.005439541,0.041534472,0.0016003016,-0.01952604,-0.055611927,-0.007580648,-0.061766814,-0.018629989,-0.021347003,-0.021268979
4823,-0.0034894133,0.08893217,0.03677354,0.021786159,-0.007942496,0.00092636625,-0.030834587,0.0027537504,0.016107801,0.02441691,0.035290428,0.0070640137,-0.02204511,-0.026198884,-0.11132883,0.02388802,0.005030896,0.03109721,-0.10314653,-0.08569878,-0.0315439,-0.00011481758,0.0,0.0,-0.039015897,-0.0013252522,0.107507735,-0.0019902524,-0.078553684,0.11732593,-0.0016796037,-0.027568111,-0.033744935,-0.039249614,0.033766694
1414,0.035476852,-0.06694896,0.034297317,-0.021997964,0.05395556,0.021051155,-0.04284113,-0.03649238,-0.0041370383,0.02378768,0.009448623,0.01535591,0.023881342,0.007830515,-0.06832327,0.038363826,0.0050401543,0.05154437,-0.3129505,-0.04348477,0.04647922,-0.0009231125,0.0,0.0,-0.02601101,-0.020337997,0.055481408,0.003768652,-0.03125892,-0.07700406,-0.006541596,-0.06889544,-0.0062793144,-0.016973877,-0.028358774
6864,0.0143031115,-0.09165611,0.025678506,0.042330638,0.006364353,0.019523207,0.020107307,0.008347355,-0.017533848,0.0134975985,0.052805617,0.014650142,-0.008047441,0.06461402,-0.1090407,-0.07980067,0.00284857,0.0747759,-0.035825748,-0.06255807,-0.06635717,-0.00011481758,0.0,0.0,-0.036588263,-0.0024354365,-0.050527547,-0.0019902524,0.09798295,-0.14455509,-0.00068828434,-0.010480727,0.020956213,0.03598931,-0.06436547
6837,0.043430857,0.033309996,0.12897979,-0.008309683,0.028252125,0.0049450416,-0.028327974,0.018253056,0.015127952,0.19747834,-0.05809099,-0.010438477,0.009568947,0.056091912,0.00391649,0.027453514,-0.0038039782,-0.016788742,0.06509925,0.008664648,0.1544232,-0.00010572172,0.0,0.0,0.54204035,0.0012071389,0.073057964,0.0007364602,0.15538523,0.10767867,-0.009497576,0.12007615,-0.0063405707,0.17308125,0.07476216
5435,0.0052061714,0.141433,0.05274116,-0.005910358,0.009623752,-0.0023659365,-0.004709691,0.009392548,0.0210641,0.028890593,0.0072354414,0.014111235,-0.03127348,-0.009385771,0.008205218,0.084364,0.0047023743,0.09361618,0.14797974,0.0247678,0.08150378,-0.00024479584,0.0,0.0,-0.023792157,-0.0029684245,0.13055733,0.0016003016,0.015060289,-0.026382478,-0.0005715804,-0.028097698,-0.0014292701,-0.0148819,-0.028613513
79,3.0091087e-05,0.010295744,0.041087773,0.031249309,0.011163725,-0.022427412,-0.019335486,-0.00093638373,-0.031870093,0.021016534,0.040465534,0.015007437,-0.0038215353,-0.01092353,-0.13378185,-0.11274895,0.002527443,0.060087316,0.014988129,-0.07212315,-0.062429693,-0.00012908461,0.0,0.0,-0.04485745,-0.021316135,-0.05213666,0.0027178037,0.08836872,0.11659982,-0.00089452224,0.09010279,-0.0059400927,0.023742482,0.041536525
6723,0.01405394,-0.17697187,0.016693043,0.021379855,-0.0047386037,0.003517854,-0.10145337,0.011073722,-0.07814604,0.0134975985,0.019310439,-0.037208855,-0.008047441,-0.09319361,-0.11108545,-0.1555529,0.00284857,0.03253008,-0.108383454,-0.05956202,-0.0787555,-0.00027801792,0.0,0.0,-0.052333172,-0.0019837422,-0.050527547,-0.0019902524,0.082143165,-0.2691156,-0.00068828434,-0.0075796964,0.022310512,0.028084185,-0.06685001
3268,-0.01228406,0.14207749,0.037447877,0.0030645411,0.25381806,-0.000117557385,0.057025667,-0.0015943159,0.021787127,0.02794884,0.0014425865,0.020002222,-0.00580293,0.021382913,0.1979365,0.05850098,0.0015367836,-0.025056021,0.026913801,0.13619721,0.1168644,-0.00024479584,0.0,0.0,-0.019440101,0.03996405,-0.019099427,0.0016003016,-0.008369734,0.023334095,-0.00701762,-0.05023121,-0.0010226095,-0.0008128913,-0.016735105
3405,-0.02049724,0.09336578,0.038960923,0.026999487,-0.034497082,0.00029044785,-0.017910782,-0.002042854,0.022494547,0.028382909,0.055836428,0.045693453,-0.003920154,-0.02346583,0.19063416,0.07085086,0.0019240853,-0.034326337,-0.061678067,0.08129,0.12450105,-0.0010863129,0.0,0.0,-0.017205538,-0.024420438,-0.026044296,0.0020189288,-0.01542321,-0.0469291,-0.00706638,0.0028768838,-0.006190477,0.0043681907,-0.019699184
1805,-0.0039968705,0.1022331,0.039171226,-0.11475493,0.04168308,0.0031299843,-0.02771647,-0.0044811326,0.07338777,0.03006929,-0.027922899,0.020867154,-0.00272415,-0.0063569476,0.1862894,0.0032097218,0.0016641761,-0.029508714,0.037735544,0.34066677,-0.038168527,-0.0009231125,0.0,0.0,-0.032747477,0.04883799,-0.010915492,0.00075659633,-0.0490049,-0.08979641,-0.0047617685,0.010617191,-0.014181364,-0.0002881735,-0.03284766
230,0.0022590032,0.21065187,0.043095704,-0.015400785,0.10037079,0.0005577408,-0.00050106464,0.0008923323,0.037413593,0.034751274,-0.043656427,0.023143109,-0.019638196,-0.033480644,0.16729502,0.0502664,0.004176377,0.022333274,0.023640167,0.09084771,0.06327282,-0.00024479584,0.0,0.0,-0.01738471,-0.0041762083,0.06301777,0.0016003016,-0.00841187,-0.043044224,-0.0029567864,-0.016382324,-0.0016531914,-0.018510133,-0.020119334
6107,0.018156886,0.020303288,-0.23316884,-0.041619197,-0.003538476,0.034215447,-0.021007515,0.0233602,-0.02584073,-0.17537506,-0.11873528,0.007737984,0.021335542,-0.018357167,-0.11403919,-0.12745373,-0.022421299,-0.058967315,0.003779903,-0.093278095,0.023797996,-0.00010572172,0.0,0.0,-0.017675556,-0.0011239819,0.089977875,-0.0015748314,0.065546416,0.06939906,0.00046728278,0.088401996,-0.013131546,0.01952128,0.035337802
5386,-0.0004424053,0.0234537,0.034100506,-0.006069998,-0.02908494,-0.0032866574,-0.046112385,0.0006211896,-0.010755533,0.020070912,-0.0035368644,0.007679191,-0.028077098,-0.0029321238,-0.01651012,0.0009498313,0.0035415408,-0.049662385,-0.07390878,-0.026621211,-0.047949467,-0.0010863129,0.0,0.0,-0.018231437,-0.0035760403,0.08826471,0.0016003016,-0.016633764,-0.062451206,-0.0068564042,-0.0694046,-0.014496602,-0.022369567,-0.028298689
469,0.015493045,0.08791252,0.034098774,0.008881865,0.052150298,0.0054330574,-0.03136207,0.00044098214,0.021034637,0.03310304,0.0043950933,0.02175624,-0.022936277,-0.031856854,0.2252352,0.07136609,0.004800335,0.027259303,0.006828296,0.09398839,-0.0119893085,-0.00022143294,0.0,0.0,-0.036619343,0.03444752,0.060378313,-0.0022737067,-0.00576761,0.15681332,-0.0028176517,0.07947581,0.07343997,-0.01737911,0.030244086
3214,0.032981392,0.013415067,-0.2325356,-0.033865727,-0.02343117,0.0102175195,-0.03950016,0.028858922,0.006475486,-0.1969343,-0.10913041,0.035947397,-0.031283762,0.004622351,-0.22550361,-0.030414565,-0.016908482,-0.081903934,-0.057150524,-0.08953039,0.028441118,-0.00011481758,0.0,0.0,0.002224312,0.002459683,-0.05247167,0.0046935715,-0.07808682,0.083718,-0.057382073,-0.02953189,0.045578137,0.017994879,0.05468562
833,0.039152265,-0.008561819,0.09267861,0.025886912,0.024071606,0.0043018805,0.011696721,0.020729218,-0.0037953719,0.16615419,0.0066374615,0.014733497,-0.031947717,0.043916833,-0.17841448,0.019036194,-0.0033918223,-0.045504928,0.032046378,-0.024528807,0.09519192,-0.00010572172,0.0,0.0,0.4385535,0.0004199497,0.09256674,-0.001618019,0.15609205,0.10880636,-0.009320213,0.08925539,-0.016499251,0.18855676,0.06337727
5690,0.04042514,0.0020549623,-0.2044145,-0.033127725,0.05529841,0.010014028,0.0744068,0.030667003,-0.011665586,-0.18937124,-0.094650775,0.062393654,0.0058543035,0.02800346,-0.24072137,-0.0035019247,-0.0069906884,-0.076718874,-0.075842075,-0.10316453,0.016343083,-0.00011481758,0.0,0.0,-0.003743206,0.005881576,-0.05122878,0.0046935715,-0.066482514,0.07751538,0.0010741602,-0.02300637,0.040858712,-0.04004111,0.041336454
4722,-0.0330849,-0.106351815,0.03327812,0.034079645,0.010662841,-0.005582258,0.02021362,-0.0054525873,-0.014569899,0.028697442,-0.0059415195,-0.014670423,-0.0044819904,0.030278651,0.19047852,0.0252777,0.0023574797,0.019091047,0.012462913,0.07776985,0.023191093,-0.00024479584,0.0,0.0,-0.010598965,-0.012262107,-0.03173482,-0.0022737067,-0.021954576,-0.027296124,-0.0023630415,-0.06036486,-0.015504069,-0.008307024,-0.021766817
6313,0.011861355,0.16268681,0.053436078,-0.019043127,-0.0025203247,0.011741382,-1.1512851e-05,0.009392548,0.023552949,0.030800875,0.015158002,0.017002605,-0.018835474,-0.028159294,-0.009254542,0.082695074,0.0051257913,0.09476398,0.19593191,-0.01713743,0.07177032,-0.00024479584,0.0,0.0,-0.019505527,-0.0031928956,0.13055733,0.0018837561,0.008046957,-0.026603984,-0.00062538224,-0.025497815,0.012686266,-0.022618107,-0.027588505
2513,-0.04353585,-0.1973012,-0.005540951,0.014254873,0.006082259,0.010808238,-0.10717622,-0.034383096,-0.009339992,-0.019118398,0.00011381053,-0.045514602,-0.019570684,-0.09122304,-0.08846017,0.04523026,0.010254028,0.0632412,-0.17632818,-0.16772829,0.027676871,-0.0010863129,0.0,0.0,-0.026193265,0.0015683845,-0.051132485,-0.0015748314,-0.04456272,-0.13263564,-0.011726293,0.1521894,-0.029165676,0.031174356,0.06181021
5559,0.019502852,-0.13432601,0.03206417,0.022563595,0.050344005,0.005643734,0.010416703,0.0070272707,-0.022248438,0.020191276,0.029317908,0.0018301595,-0.021786112,0.01379917,-0.017115017,0.030276138,0.004774902,0.024333496,0.028648585,-0.02704681,-0.04532425,-0.00022143294,0.0,0.0,-0.029478595,-0.0019855793,0.11387098,-0.0022737067,-0.010218402,-0.06758862,-0.00160627,-0.037603606,-0.013988695,-0.0065850406,-0.03559861
4252,-0.03170526,0.036496468,0.03642584,0.019124864,0.0042362865,-0.0068981214,-0.02350688,-0.001118592,-0.011598605,0.029037856,0.054094188,-0.0013203246,-0.007320253,-0.007447862,0.20146051,-0.106470376,0.0020565665,0.030946217,0.04087095,0.066665605,-0.036073133,-0.00024479584,0.0,0.0,-0.031200524,-0.018079238,-0.028451158,0.0024343496,0.004109711,0.12967856,-0.0020710062,0.021059044,0.016870372,-0.007553609,0.040449835
1835,-0.0027419324,0.07079173,0.03556711,0.024460591,-0.032527752,0.009888301,-0.03397949,-0.004385764,0.0037535597,0.029754756,0.04308219,0.032100067,-0.0041065426,-0.03071206,0.20521477,0.03718483,0.0019719885,0.016131572,0.010734397,0.2597635,-0.0038393298,-0.00024479584,0.0,0.0,-0.021389555,-0.009065375,-0.026281469,0.0020189288,-0.0051666526,-0.119664855,-0.002436763,-0.059075568,-0.02913721,-0.012338373,-0.02463102
3666,-0.022865847,-0.0012471832,-0.1500812,0.0071407217,-0.06961125,-0.021224806,0.0076880665,0.0070886356,0.0031656413,-0.11680679,-0.03039778,-0.021642337,-0.00029116517,0.01932196,0.15805088,-0.050024714,0.047740057,0.067103565,0.1465014,-0.07597629,0.033648733,-0.00024479584,0.0,0.0,0.00888649,-0.0145185655,-0.008312899,0.003485198,0.042131092,-0.08242238,0.039201733,-0.06375156,-0.02921162,-0.009832225,-0.03863669
4161,-0.025425972,0.09886415,0.03426809,0.02688038,-0.035294455,0.0022886824,-0.017944481,-0.001684867,0.021773763,0.028382909,0.05762099,0.047441166,-0.004101263,-0.024825906,0.18983611,0.086798236,0.0023308601,0.028478744,0.05594584,0.08214706,0.123253666,-0.00024479584,0.0,0.0,-0.017305115,-0.024420438,-0.020886693,0.0020189288,-0.008707362,-0.0014901157,-0.0068223914,-0.054320026,-0.011498512,-0.004107891,-0.021308832
2251,0.112153925,0.091664925,0.026927128,-0.034505464,-0.181584,0.0010564909,-0.22608964,-0.0018604561,0.010286523,0.012982661,-0.0077547226,-0.0046508713,-0.0031639952,-0.06373889,-0.0640295,0.02781325,0.0019670604,0.05408194,0.049942024,-0.03916227,0.07125619,0.010971305,0.0,0.0,-0.027253961,0.02487183,-0.027578468,0.0019972546,-0.0062295054,-0.045853127,-0.00031439308,0.054461274,0.02557641,-0.00063663675,-0.022743426
3721,-0.025425972,0.09886415,0.03426809,0.02688038,-0.035294455,0.0022886824,-0.017944481,-0.001684867,0.021773763,0.028382909,0.05762099,0.047441166,-0.004101263,-0.024825906,0.18983611,0.086798236,0.0023308601,0.028478744,0.05594584,0.08214706,0.123253666,-0.00024479584,0.0,0.0,-0.017305115,-0.024420438,-0.020886693,0.0020189288,-0.008707362,-0.0014901157,-0.0068223914,-0.054320026,-0.011498512,-0.004107891,-0.021308832
437,0.022663211,-0.072033435,0.03297136,0.006541689,-0.014267445,0.0049023884,0.01902719,0.006988223,-0.018826043,0.032760914,0.014915638,0.017630607,-0.031662542,0.03751145,0.1618634,0.04121474,0.0047306344,0.03137369,0.03225336,0.08226383,0.0141728325,-0.00022143294,0.0,0.0,-0.023657536,0.014361815,0.068310104,-0.0022737067,-0.01073046,-0.035552017,-0.0026140488,-0.058375653,-0.011468053,-0.016930332,-0.025406042
1509,0.003794573,0.0051395367,-0.22345917,-0.009230852,0.013883456,0.0046075415,-0.026787776,0.0025979772,-0.012770211,-0.18110141,-0.013816569,-0.02334783,-0.015632996,-0.01164052,-0.18158069,-0.071133785,-0.021414133,-0.060690563,-0.07560764,-0.08929445,0.00797614,-0.00027801792,0.0,0.0,0.00061604014,-0.0009539245,-0.04084989,-0.0015748314,0.08602908,0.08087539,0.0016782822,0.12614758,-0.006050168,0.024852794,0.025526227
2669,0.13210927,-0.03671263,0.047580026,-0.00947278,-0.00018715083,-0.010333148,0.0032123495,-0.016916133,0.021456888,0.029492537,-0.013460685,-0.002108838,-0.00095356244,0.026722409,0.045746442,0.03825445,0.0029719032,0.018060215,0.11584496,-0.017000895,0.0012521731,0.010971305,0.0,0.0,0.43178198,-0.009082563,-0.022013199,0.00077964773,-0.026082305,0.1528455,-0.0018618642,-0.027890451,0.02528944,-0.019206487,0.049867757
5144,0.0012092538,-0.08869915,0.03694423,-0.013224227,0.035229795,-0.019830963,0.018527059,0.0027463501,-0.023605514,0.02910215,0.056680355,-0.0027460821,-0.008348416,0.037435103,0.15251315,0.028573059,0.0043721376,-0.037102956,0.0151266325,0.37194303,-0.03463962,-0.00022143294,0.0,0.0,-0.018759528,-0.006541985,0.039120052,-0.0022737067,-0.0046310173,-0.049454104,0.1917017,-0.01807798,-0.011568371,-0.07019011,-0.025689002
5546,0.026424391,-0.07851391,0.029562458,0.026918335,-1.4349557e-05,0.004657341,0.019893182,0.0070272707,-0.02068451,0.020191276,0.03182241,0.004586309,-0.024420602,0.030532068,-0.01787687,0.023303488,0.0047306344,0.0018100283,0.016453987,-0.02938667,0.006865235,-0.00022143294,0.0,0.0,-0.0283655,-0.0019855793,0.11504034,-0.0022737067,-0.010938173,-0.020378606,-0.00160627,-0.06485711,-0.008674696,-0.017332427,-0.030100498
6178,-0.63133675,0.09899767,0.026859635,-0.071835674,-0.00928749,-0.0057621733,-0.10947034,-0.02431025,0.009588761,0.024818834,-0.10513727,-0.03864904,0.031856373,-0.055176716,-0.13824596,-0.12988755,0.005394536,0.06262986,-0.024923693,-0.058567807,-0.071783505,-0.00022143294,0.0,0.0,-0.0062745437,-0.0028730067,0.10478745,-0.03851456,0.0024103345,0.08986849,-0.000759702,-0.02615003,0.032388248,-0.026380012,0.040769067
3836,-0.021004457,0.0996703,0.03850354,0.021410108,-0.03200419,0.0003757021,-0.022750424,0.0071762092,0.029914455,0.028382909,0.05373501,0.057015233,-0.003003474,-0.019751057,0.17778476,0.038094245,0.0027375724,-0.025730947,-0.062823124,0.07907308,-0.02883314,-0.0010863129,0.0,0.0,-0.018037628,-0.024015406,-0.021103678,0.0020189288,-0.019375252,-0.053966068,-0.0030578582,0.0015367381,-0.017127201,0.0035682286,-0.019699184
5465,0.013367199,-0.0038109487,-0.06804656,-0.04190367,0.0058137258,-0.021278605,-0.019087354,0.003926764,0.0109033985,-0.091393605,-0.07630204,-0.0025707765,0.00094515784,0.01420093,-0.085902475,-0.05788244,0.114473306,0.11138346,0.010384828,-0.07043116,0.12105668,-0.00012908461,0.0,0.0,-0.025091026,-0.005558314,-0.027749281,0.00077964773,0.11644187,-0.09292781,-0.019961141,0.15638304,0.08280817,0.01341886,0.059662156
4923,-0.012689931,0.079330586,0.035842218,-0.008747152,0.23388864,-0.051131964,0.01166463,-0.013711661,-0.0043462827,0.028048608,-0.029465456,0.004938001,-0.004496833,-0.05853842,-0.16259678,0.006837648,0.0016371652,0.19218992,-0.023748316,-0.094524324,0.011036519,-0.00027801792,0.0,0.0,-0.033495408,0.0467701,-0.059298966,0.0005154531,0.12594318,-0.07189085,-0.000727395,0.007433506,0.032152236,0.036141317,-0.030177265
937,0.021084657,-0.07337312,0.03062334,0.015369392,0.013208719,0.0048197126,0.019193185,0.006988223,-0.016737107,0.030922,0.005630485,0.013524662,-0.031662542,0.03767663,0.1632343,0.03733082,0.0049150637,0.063624315,0.019602153,0.39779752,0.017435366,-0.00022143294,0.0,0.0,-0.023570333,0.03024367,0.068310104,-0.0022737067,-0.0071261716,-0.06474555,-0.0022655856,-0.0607004,-0.015640909,-0.0064706933,-0.025406042
3153,-0.03170147,0.08407704,0.03752153,0.021080934,0.0073235985,-0.0082182465,-0.030891107,-0.03263268,0.0089633735,0.022905279,0.042620838,-0.047697693,-0.022789722,-0.028673723,-0.12649244,0.028090307,0.0024697585,-0.016886922,-0.13812993,-0.0903118,-0.022824518,-0.0010863129,0.0,0.0,-0.036394045,-0.004830639,-0.04734831,-0.0019902524,-0.16473672,0.12658238,-0.0021528401,-0.024380587,-0.03405652,-0.04824798,0.03457428
4694,-0.021004457,0.0996703,0.03850354,0.021410108,-0.03200419,0.0003757021,-0.022750424,0.0071762092,0.029914455,0.028382909,0.05373501,0.057015233,-0.003003474,-0.019751057,0.17778476,0.038094245,0.0027375724,-0.025730947,-0.062823124,0.07907308,-0.02883314,-0.0010863129,0.0,0.0,-0.018037628,-0.024015406,-0.021103678,0.0020189288,-0.019375252,-0.053966068,-0.0030578582,0.0015367381,-0.017127201,0.0035682286,-0.019699184
6861,0.02688078,0.036405902,0.042221457,0.011985096,0.016398977,0.012613812,-0.02733421,0.014457332,0.0004285394,0.029775135,0.01782528,-0.008649631,-0.006730535,-0.033386935,-0.09938706,-0.020780917,0.0026240994,0.02849596,-0.016293045,-0.073945306,0.06715601,-0.00012908461,0.0,0.0,-0.039324842,-0.0036993264,-0.06177181,0.0023023828,0.06528002,-0.088948034,-0.0005021572,-0.023397518,0.053347457,0.03725609,-0.031977132
1620,-0.0051107104,0.11426121,0.034432035,0.016919889,0.020698335,0.009421383,-0.037951224,-0.0038194892,0.028211765,0.037818953,0.083237045,-0.0014046285,-0.004602888,-0.03165411,0.30033314,0.073759265,0.0022159563,0.02061251,-0.010207528,0.35738876,-0.016171377,-0.00024479584,0.0,0.0,-0.031811584,-0.0084274635,-0.023071345,-0.0022737067,-0.0057505476,0.274932,-0.0033357993,-0.010092283,0.069961816,-0.011791066,0.0290415
3544,-0.012577136,-0.061061192,0.03631586,-0.07716759,0.012475811,-0.00012679826,-0.00858454,-0.0054525873,0.016136136,0.028697442,-0.06576705,-0.020289153,-0.0039620437,-0.0026683463,0.18297748,0.05717099,0.0018044538,-0.039958876,0.029844314,0.08479117,0.10901669,-0.00024479584,0.0,0.0,0.009455503,-0.009048303,-0.022537926,0.003485198,-0.033738915,-0.07492805,-0.0068137906,-0.005896537,-0.014363819,-0.008177171,-0.029931936
2338,0.10337136,-0.14483112,0.029211227,-0.014641941,-0.028764296,-0.015361609,0.0077117514,-0.0054525873,-0.01933667,0.01532889,-0.002809878,-0.004179105,-0.001740418,0.013158504,-0.046526406,-0.016145233,0.002650639,0.05591368,0.01752302,-0.03246192,-0.0348747,0.010971305,0.0,0.0,0.0050155553,-0.01968318,-0.027033152,-0.0019902524,-0.019680591,-0.115348935,-0.0023630415,-0.033554524,-0.02819972,0.0032606525,-0.038315754
5658,0.072550476,-0.07201781,0.026012972,0.007262468,0.00718134,0.025075242,0.02400941,0.02624364,-0.017756289,0.02036582,-0.00901152,0.022999778,0.06615902,0.039188094,0.030124035,0.030144308,0.004740906,0.03478783,0.035994187,-0.0033915117,0.045587942,-0.00022143294,0.0,0.0,-0.026303956,0.0032400335,0.11456976,-0.0019902524,-0.0030808398,-0.018162543,-0.0024842978,0.0088678105,-0.012372782,-0.019667171,-0.03224553
435,0.022663211,-0.072033435,0.03297136,0.006541689,-0.014267445,0.0049023884,0.01902719,0.006988223,-0.018826043,0.032760914,0.014915638,0.017630607,-0.031662542,0.03751145,0.1618634,0.04121474,0.0047306344,0.03137369,0.03225336,0.08226383,0.0141728325,-0.00022143294,0.0,0.0,-0.023657536,0.014361815,0.068310104,-0.0022737067,-0.01073046,-0.035552017,-0.0026140488,-0.058375653,-0.011468053,-0.016930332,-0.025406042
3149,-0.03170147,0.08407704,0.03752153,0.021080934,0.0073235985,-0.0082182465,-0.030891107,-0.03263268,0.0089633735,0.022905279,0.042620838,-0.047697693,-0.022789722,-0.028673723,-0.12649244,0.028090307,0.0024697585,-0.016886922,-0.13812993,-0.0903118,-0.022824518,-0.0010863129,0.0,0.0,-0.036394045,-0.004830639,-0.04734831,-0.0019902524,-0.16473672,0.12658238,-0.0021528401,-0.024380587,-0.03405652,-0.04824798,0.03457428
3722,-0.025425972,0.09886415,0.03426809,0.02688038,-0.035294455,0.0022886824,-0.017944481,-0.001684867,0.021773763,0.028382909,0.05762099,0.047441166,-0.004101263,-0.024825906,0.18983611,0.086798236,0.0023308601,0.028478744,0.05594584,0.08214706,0.123253666,-0.00024479584,0.0,0.0,-0.017305115,-0.024420438,-0.020886693,0.0020189288,-0.008707362,-0.0014901157,-0.0068223914,-0.054320026,-0.011498512,-0.004107891,-0.021308832
1965,0.00042708387,0.028570833,-0.22552913,0.0029979018,0.012743882,0.008466021,-0.028898288,0.0019532922,-0.014804141,-0.14707501,-0.08287084,0.019127598,-0.01825369,-0.020996079,0.005325566,-0.07870829,-0.0154709555,-0.038847167,-0.015792722,-0.049404033,0.012054103,-0.00022143294,0.0,0.0,-0.01076898,-0.0012802785,0.089977875,-0.0015748314,-0.004569814,0.07552399,0.00010300244,-0.018724667,0.03308044,-0.018113658,0.040455572
6066,-0.01333955,-0.14300257,0.03585313,0.03019112,-0.011994635,0.00386801,0.014749451,-0.005760154,-0.01524949,0.022276048,-0.010855287,-0.049606662,0.0038822342,0.010147944,-0.09480619,0.023298806,0.0023290655,-0.03518322,-0.15227309,-0.05829266,-0.05890434,-0.0010863129,0.0,0.0,-0.024049478,-0.005370613,-0.048818804,-0.0019902524,-0.026876852,-0.07149305,-0.0021528401,-0.039826542,-0.015130378,-0.030354323,-0.03822947
544,0.05247212,-0.005873944,-0.039310012,0.008004878,0.03861746,0.017290091,-0.025656896,0.024094129,-0.01848458,-0.06420337,0.043414857,0.047538422,-0.027365072,-0.004376695,-0.09572587,0.089937024,0.17706211,0.19971983,-0.09959151,-0.08474785,0.03702506,-0.0009231125,0.0,0.0,-0.010637032,-0.0042804508,-0.04371181,0.00077964773,-0.096792825,-0.051291,-0.020485174,0.21540137,0.05433204,0.05444419,0.0574815
1034,0.021084657,-0.07337312,0.03062334,0.015369392,0.013208719,0.0048197126,0.019193185,0.006988223,-0.016737107,0.030922,0.005630485,0.013524662,-0.031662542,0.03767663,0.1632343,0.03733082,0.0049150637,0.063624315,0.019602153,0.39779752,0.017435366,-0.00022143294,0.0,0.0,-0.023570333,0.03024367,0.068310104,-0.0022737067,-0.0071261716,-0.06474555,-0.0022655856,-0.0607004,-0.015640909,-0.0064706933,-0.025406042
