material_id,formula,prediction,formation_energy_per_atom,energy_above_hull,crystal_system
mp-554820,ZnS,2.0156,-0.962698349620534,0.0,Trigonal
mp-224,WS2,1.7005,-0.8835800085416661,0.0,Hexagonal
